x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.10722715751369004,-0.10844941661164025,-0.04587728522667973,-0.1515267710194727,-0.26861433364596843,-0.07258619047981532,-0.05277116670463735,-0.3680420936975847,-0.09906949526912404,0.05886414469725863,-0.3840215069305118,-0.12677443853065784,-0.1429094491066173,-0.5056718616841401,-0.03350596099087842,-0.16208189131289277,-0.7209415945574315,-0.06873671422857323,-0.16351296987812172,-0.8480827636875116,-0.10277877036141407,-0.1615273531892605,-0.9546287031237354,-0.13034339797963876,-0.0607666577938787,-0.5254958283409557,-0.0430247598459461,-0.07895246176001988,-0.7482171190466155,-0.06719567042564122,-0.08585005991603384,-0.8818262928210778,-0.09724859746810331,-0.0911328260882439,-0.9883518901946997,-0.12188252195345309,0.020061901303742604,-0.5040196234430397,-0.05984964909400535,0.01000501693225081,-0.7104477896754561,-0.07927454135858465,0.0023820458899001043,-0.8309489625038938,-0.10170243664026896,-0.00790313234055573,-0.9292769014646901,-0.12084466702726533,0.10289882934981781,-0.44839034873888894,-0.08352741830566139,0.09955347592665391,-0.6060247517486866,-0.09994485471419529,0.08957121125399581,-0.7000708311435925,-0.10678659052945609,0.07775160521134757,-0.7770014268520102,-0.113749613482784,BB - ISRAEL
0.0,0.0,0.0,-0.10374696732871032,-0.10396787491013987,-0.04762161852789072,-0.14413825553776904,-0.25855377090262016,-0.0735812363831398,-0.045894174889369074,-0.3634987148543831,-0.09884282461305502,0.05993305356298592,-0.38686916043162456,-0.1243689215536,-0.14172365300062917,-0.5062182784484023,-0.027103475069347162,-0.1614153817257618,-0.7144916381146266,-0.06124204472169864,-0.16283657305903182,-0.8388839474007502,-0.0958360890611254,-0.1599941903924918,-0.9431484806208517,-0.12355947983796373,-0.0607245909979254,-0.5283690219398395,-0.03509279469883451,-0.07973475542700253,-0.7499408641995369,-0.05722259979489306,-0.08716967020634295,-0.884043494031945,-0.08570745722650729,-0.09134019001171267,-0.9898318858163724,-0.10904039393650371,0.019049385618469333,-0.507175544634597,-0.0512369824646279,0.008251830630945426,-0.7113712464291596,-0.0696740657158581,0.00011266478913639374,-0.8312200500892231,-0.09041535178684437,-0.009524404418136194,-0.9284474559851431,-0.10816666503849971,0.10310827717596101,-0.4516096936061387,-0.07467824608098786,0.10126122832061402,-0.6070830651389835,-0.09048373652606954,0.09131808002749649,-0.6987224128501778,-0.09612809706462407,0.07945059406464146,-0.7732670898083459,-0.10184427900299386,BB - ISRAEL
0.0,0.0,0.0,-0.10538958534202778,-0.10647587639578449,-0.048199027145953005,-0.1423316094833593,-0.2576928938356871,-0.07468039853139061,-0.040437392522215135,-0.3584439215478484,-0.10083926516453942,0.0640087278479502,-0.3876375339807785,-0.12726282210511472,-0.14399810730340187,-0.5087511484579612,-0.023816314968342425,-0.16257091682539063,-0.7163416978340361,-0.05684033470851025,-0.1638706728768836,-0.8394883583685346,-0.09138536513177754,-0.16197116340020054,-0.9441295582651896,-0.11936387935088222,-0.06239138697208262,-0.530400718210241,-0.03223071920516675,-0.07989125909837796,-0.7509359940628213,-0.0535837113483269,-0.08771263209793671,-0.8831377894831602,-0.08343447737342115,-0.09418644682076147,-0.9896517915403718,-0.10825084173442877,0.017730174345067923,-0.508413823443406,-0.0491386093965851,0.00815289207582549,-0.7132451974135645,-0.06802985951406078,0.0011880885050797037,-0.831907351214115,-0.0903436286065318,-0.00864059089204977,-0.9298105661958238,-0.10927451332460429,0.10231108333025016,-0.4525225714477222,-0.07329277323261438,0.10034635381346091,-0.6105847901296299,-0.08945507208646128,0.09120858107264918,-0.7048770985585162,-0.09569175656517223,0.07932847014695725,-0.7841281561949617,-0.10217755208356916,BB - ISRAEL
0.0,0.0,0.0,-0.10463497203060407,-0.10410980811693016,-0.04967915353072523,-0.14479848624932756,-0.2601050041424288,-0.07647898752871012,-0.04789056935967453,-0.3647370948787004,-0.10205031865971176,0.06007671560963286,-0.3892655535314396,-0.12818344215858946,-0.14204262426341702,-0.503262811279844,-0.03375238492166292,-0.1618507544543338,-0.7185992245150277,-0.06962729961946118,-0.16248194999944443,-0.8462655346631938,-0.10391788960829959,-0.1591173665642169,-0.9526959372355353,-0.13121321919237822,-0.06096972476642509,-0.5243738627679262,-0.040504911285649245,-0.07960190269709624,-0.7474167779111556,-0.0654836502128995,-0.08667778531889785,-0.8815101031974398,-0.09534816392362405,-0.09172562090318331,-0.9886013786465169,-0.11938896351058434,0.018328297421734748,-0.5036971183788991,-0.055238121725554895,0.007705733562890378,-0.7079580282861664,-0.07609533118294208,-0.00034863661423486977,-0.8289314758724672,-0.09941658153462433,-0.01000346974993033,-0.9279907591970682,-0.1187390995792776,0.10039370677313524,-0.4494947856544072,-0.07711426490745847,0.09731629233971549,-0.6061378887321451,-0.09546182498234543,0.0873591153853943,-0.7017056195845989,-0.1046391135959084,0.07613781856425236,-0.7814646488659618,-0.11288933975528666,BB - ISRAEL
0.0,0.0,0.0,-0.10677562971634069,-0.10375150613852588,-0.05409732094990564,-0.14777628094589162,-0.2580279281387697,-0.08249398135130803,-0.04752985921563913,-0.3673308306797843,-0.10869245504017441,0.06053517959251111,-0.39282136713499854,-0.13437086076417573,-0.14796521600217571,-0.5048559799205636,-0.032741912815175224,-0.16588304162197884,-0.7172005741271107,-0.06772264503631756,-0.166086316364586,-0.8444697471741551,-0.10302806094056194,-0.16362376590791097,-0.9513007009505667,-0.1318224901915501,-0.06700179678559444,-0.5287224500099144,-0.03757833233648198,-0.0849085769713379,-0.7502539386609458,-0.06068199227511263,-0.09147033992097044,-0.8824460810463463,-0.09031164164270282,-0.09765772078984314,-0.9885651856645429,-0.11489927441964556,0.011971312725249532,-0.5082335573882883,-0.050941154779069193,0.0015750401410021073,-0.7120737487075126,-0.07068438976750474,-0.007049506064162853,-0.8334516360303019,-0.09289726633283676,-0.018335808098167004,-0.9326461255010281,-0.11208902290330001,0.09589006378120371,-0.45183111415000365,-0.07213812391339522,0.09624371145065855,-0.605607584924388,-0.08995719463262525,0.08773853344515614,-0.6997594461877782,-0.0982294859588144,0.0765929153607543,-0.778250625970439,-0.10613931264625545,BB - ISRAEL
0.0,0.0,0.0,-0.10605931717769725,-0.10940489839277598,-0.04410898215460956,-0.14851350240283095,-0.26376547592978583,-0.06880661154908552,-0.04914186448900788,-0.35818037471328085,-0.0937291258903068,0.0587426318211217,-0.37831114073818917,-0.1198990793925418,-0.13587135037771045,-0.511454397879149,-0.025056569035093394,-0.15275174173261602,-0.7165426481102435,-0.05890308691985697,-0.15347411171791817,-0.8393627679337874,-0.0938973942670398,-0.15081065056664605,-0.9437044971153578,-0.12252244784857422,-0.05554005393289491,-0.5317502272840366,-0.03519380595825824,-0.07101634225716764,-0.7491667575562815,-0.05724942953822083,-0.07837801419685414,-0.8821643022410581,-0.08794387091049223,-0.08413626859080969,-0.9899539790245876,-0.11363189570275323,0.023936125189378384,-0.5091582172615238,-0.05321095826081032,0.015953675614318374,-0.7126296978094679,-0.071679461790157,0.008625480772798837,-0.8315418985724234,-0.09490121739179011,-0.0027358336062689,-0.9309451752466529,-0.11477524503523588,0.10695120125545177,-0.4505611043873475,-0.07805713320765666,0.10716212632482743,-0.6073672516736872,-0.0949563735717722,0.09751898046960052,-0.6991409428682754,-0.10269186302905031,0.08425605080910652,-0.7760956966199388,-0.11022021898858402,BB - ISRAEL
0.0,0.0,0.0,-0.10362715973086167,-0.0980135335418686,-0.05391613475841355,-0.1443862007656382,-0.2479688017574238,-0.08399324125552997,-0.04406200600220278,-0.3565218332263217,-0.11193596598837277,0.06546143731031281,-0.3884038047689029,-0.13938064994521634,-0.14290452582453456,-0.5066198831405685,-0.034771766141937575,-0.16120867463604252,-0.7150877501743464,-0.07028831714291278,-0.16233058619251886,-0.8394641710901037,-0.10590316072653332,-0.1607592125723186,-0.9446489493521465,-0.13474836944260882,-0.05938614383776196,-0.5292642468717345,-0.040209651695346356,-0.0773894242936823,-0.7492832889432168,-0.06360058317512605,-0.08478191284005163,-0.8819788264444777,-0.09352452506084497,-0.09160598686272874,-0.9887078556159787,-0.11859645616188744,0.021313219834680236,-0.5077392761596188,-0.05396585771004831,0.010955444069622068,-0.7097596873827365,-0.07320515278703289,0.003425404633061377,-0.8283583897095119,-0.09480374833962468,-0.007725516687550961,-0.9250020326252634,-0.11360679762019556,0.10513111404150335,-0.45166946491100596,-0.0754073473823379,0.1029651718551097,-0.6066902868249184,-0.0920120706863904,0.09168018684997281,-0.7000286399694658,-0.09886689992571242,0.07732665459167948,-0.7765400633697013,-0.10571502113746699,BB - ISRAEL
0.0,0.0,0.0,-0.0998928666104459,-0.10078065074888476,-0.05141848649709303,-0.13365715203273615,-0.25803278349305303,-0.07787506791687136,-0.027461231216093857,-0.3697775005227016,-0.1020497136769465,0.07784264192771848,-0.4070357523785029,-0.12569523907307772,-0.13786855502605966,-0.5116185068191651,-0.031954404286568275,-0.15448374234521625,-0.7278397775237336,-0.06339445785002538,-0.15601803333496095,-0.8540793487010349,-0.09472852261322862,-0.15524284526385085,-0.9575785840153028,-0.119940715213387,-0.05346627164060735,-0.5315978165699218,-0.03574975839158587,-0.07067990415066094,-0.757037623816132,-0.05564742206436861,-0.07912945412576128,-0.8888151385734439,-0.08213194053549093,-0.08631157160459656,-0.9908258189941627,-0.10399283158800651,0.027688167523911345,-0.508833643673702,-0.047381942919216095,0.017206074426360272,-0.7131879477916813,-0.06316397869047666,0.006895297892524537,-0.8319923025849297,-0.08258955585603174,-0.0051995739869711444,-0.9257857956548634,-0.09951701678855278,0.11189994844088835,-0.45317475257395967,-0.06638358910838282,0.1117778563196885,-0.6107592472036164,-0.07955986045939074,0.1001843373251833,-0.7040316200927463,-0.08448608375278668,0.0865941276565162,-0.7793820323718457,-0.08960833272966459,BB - ISRAEL
0.0,0.0,0.0,-0.1025628543108929,-0.10620221144217394,-0.05194628931670459,-0.1398927980454958,-0.2576588014409255,-0.0811475549052284,-0.04156612671947567,-0.36297702764611506,-0.1089081122782132,0.06558603900721882,-0.3926823076718119,-0.13645191161072284,-0.1419320177208044,-0.5119252416256097,-0.03268505245398209,-0.1578006780790147,-0.7257823417420257,-0.06641484759093376,-0.1586782604378559,-0.8498006586309992,-0.09989170175623636,-0.1576225616506671,-0.9546105351169395,-0.12723055441817896,-0.0599629538112037,-0.5322064551575468,-0.039228245184839756,-0.07549323176087565,-0.7547514848078632,-0.06110703744682462,-0.08164406933717996,-0.8852369026480937,-0.08953938770499464,-0.08726366205420788,-0.9897160607766066,-0.1133453674647766,0.020389868433761345,-0.5089061875677788,-0.054034803877718064,0.011539150573734913,-0.7155303637016873,-0.07302774741324357,0.005265300126436716,-0.8338217911580814,-0.09466031990663028,-0.0045507001203318985,-0.9317076340252717,-0.11331340158071311,0.10389814544366872,-0.4511050782496569,-0.0762289742682457,0.10245943812754947,-0.6087532514128968,-0.0930563868050919,0.0934106190983042,-0.70379136571924,-0.10020361165911823,0.08235789323684319,-0.7837627316481577,-0.10718001427268169,BB - ISRAEL
0.0,0.0,0.0,-0.10435178606531094,-0.10983111569438266,-0.05377142103824156,-0.14208804761324775,-0.26562038915775765,-0.08380488412371481,-0.04268514625952107,-0.36955973592179825,-0.11189023891949879,0.06435542678907145,-0.3950679073040232,-0.13965657351172772,-0.14503780111501605,-0.5090023297616539,-0.035357475865891205,-0.1594424178185293,-0.721369299194413,-0.07161147019850608,-0.15977012521831915,-0.8473232707451621,-0.10774883423650677,-0.15958770014275728,-0.9549975919883895,-0.13715868721230395,-0.061639750001438745,-0.5305031464882434,-0.04094231533204476,-0.07476758462784872,-0.7500390538321073,-0.06500345191346175,-0.07924038438613734,-0.8810473413417167,-0.09574490637864995,-0.08527762909253722,-0.9889147275111486,-0.12155405253592537,0.01920570421708132,-0.5101477580462795,-0.05480648505392961,0.011437259085227306,-0.7113523634440481,-0.0742210749296764,0.0045190347456261605,-0.8293183220360474,-0.09659998764812816,-0.007542686846402568,-0.9277509657370905,-0.11613892473288981,0.10359964535079919,-0.45607526327363607,-0.07641207408249949,0.1039851948477184,-0.6105869808525883,-0.0925143756819429,0.09485949167753763,-0.7028855572063846,-0.09963609321045207,0.08173649334687426,-0.779148524479083,-0.10704876833644658,BB - ISRAEL
