x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.2257364882484302,-0.09771663261884206,-0.07913555999772863,0.37763893312940766,-0.42965030399233406,-0.09198097903508966,0.4550070163938367,-0.6986061055430899,-0.09784042410347417,0.559455598951996,-0.8247863135071605,-0.08207904636709216,0.24281822189467414,-0.6675073179473804,-0.039233849911509584,0.2904915898011554,-0.7965552232061943,-0.13082647656780946,0.2587795226921332,-0.5128944562942148,-0.15731103013154557,0.2351298002338474,-0.4638473651828434,-0.16612339195863524,0.07160157614438845,-0.678981542865924,-0.0356303108485536,0.10635484539645812,-0.8036546064051215,-0.13515152392295793,0.10258507559006963,-0.4756010302531113,-0.12359145323375995,0.08499466161298898,-0.43156401093303537,-0.09465922750258503,-0.09099384465171251,-0.6454235292355053,-0.05163039494234362,-0.08024398815925718,-0.7826324612204936,-0.16232276014436978,-0.04714540925916634,-0.475528116224451,-0.09821059521805434,-0.05753794883630221,-0.4079081804932911,-0.030822378051061642,-0.25218481146121063,-0.5964440076690181,-0.0728965492143762,-0.24268174668396184,-0.6923981058882555,-0.13003606559220163,-0.19663291097100827,-0.4738213171556548,-0.07509798144961985,-0.1944321289017597,-0.4058864386305434,-0.02056165664701727,A - ISRAEL
0.0,0.0,0.0,0.2068979479223605,-0.08136299902033277,-0.08823985705161802,0.36317289449389417,-0.4160551294498293,-0.10710394783366538,0.43153838129089894,-0.6996730672911152,-0.11477430128850874,0.5245500528709037,-0.8455848175483076,-0.09916429985094039,0.23768583231318682,-0.6538259925571478,-0.060248133852720126,0.2795004081228849,-0.8045395246191369,-0.15428644530057656,0.2487363760533246,-0.5284902378495099,-0.1763867703259262,0.22268490718229866,-0.47632284421640314,-0.18036958450084078,0.06967026339389443,-0.6612686451073096,-0.05122383114822445,0.09937568938833381,-0.8009915373505085,-0.15468475402988627,0.09661956276998075,-0.48384998132433177,-0.1423316641580154,0.07800382745516161,-0.4458949295900271,-0.11157663360855126,-0.08810865396891863,-0.6259038462152254,-0.06094275874008619,-0.07756538173295813,-0.7686579861258842,-0.17174598030975113,-0.044151010821041566,-0.47221951664348877,-0.10569217718880657,-0.05285437690132672,-0.4172932652102046,-0.03683889847299048,-0.24501778096006804,-0.5760244546357769,-0.07632592414721741,-0.23401548809882722,-0.6765406855539623,-0.13247684320050548,-0.18661145764618786,-0.46504634069999684,-0.07646025846324085,-0.18346240500270394,-0.40827453866860036,-0.021051472636157312,A - ISRAEL
0.0,0.0,0.0,0.20156387416964527,-0.08104446635896288,-0.08872084494942156,0.36110759076723725,-0.41601351646863705,-0.10757529787637109,0.43194977790126887,-0.6993102671599147,-0.11433646087536381,0.5227709977611209,-0.8467725607820221,-0.0984211065092169,0.23058491315917998,-0.6567082193135964,-0.06817184659238924,0.28103269538557135,-0.8020788832379173,-0.15857693275475465,0.2507926774997892,-0.523224214963951,-0.17910762589049647,0.22120322475566626,-0.4765382278259793,-0.18366676249626795,0.061871440275731736,-0.6641354431442534,-0.05834159084685851,0.09677747233729087,-0.8034534882449533,-0.1570200947410613,0.09479420862649475,-0.48225079529008386,-0.14397072766265862,0.07055881100110115,-0.4472461815640395,-0.11524017228561,-0.09566593637874078,-0.6275114317386872,-0.0660567310591557,-0.08087813287637634,-0.7706427780783525,-0.17208515917479056,-0.046969178661043574,-0.4730151332847122,-0.10622255759946143,-0.06187845545035803,-0.4191083161379832,-0.040181527711279294,-0.2539873511026307,-0.5796147731481044,-0.07935199846919577,-0.24313173758816137,-0.6788159883187791,-0.13338608680624597,-0.19338141140751028,-0.47000377727144715,-0.07811563740095075,-0.19200883710891872,-0.4129619155062001,-0.024886462469983443,A - ISRAEL
0.0,0.0,0.0,0.2018589808639952,-0.12630196867739737,-0.06401435835060017,0.3487147670434747,-0.4606233553753211,-0.07565873578673239,0.41396090264040974,-0.7204722677644032,-0.08361989532757913,0.5055831117147492,-0.8598403445476541,-0.07113577888097529,0.20932965955325641,-0.6965660210985168,-0.030602900994673853,0.25736710793749895,-0.8247207809734614,-0.12027564972467251,0.2340586203711041,-0.550526024497836,-0.14782681858899605,0.20698410075741216,-0.4969171019771311,-0.15652309994037208,0.04411551986547512,-0.6980018407013028,-0.035287298709197015,0.07775472198789034,-0.8169413037512756,-0.12627061063706418,0.08315083598777682,-0.4997790093501504,-0.11493580957864587,0.06163169555671004,-0.4634085309916743,-0.08889401636158925,-0.11364160312874404,-0.6544728508977583,-0.05781378323324586,-0.1015000191154039,-0.7844489606650794,-0.1584174736676369,-0.06219296028412861,-0.4875786600402416,-0.09362100838890199,-0.0762883968330639,-0.43085555110264934,-0.02974600845963656,-0.2731238805935682,-0.5962094923080637,-0.08472935348088054,-0.2609229698317813,-0.6913662281053199,-0.133594399478732,-0.2115760285173128,-0.4830806818946004,-0.07450703422806519,-0.21422140261603287,-0.42274968318869366,-0.01908202688845452,A - ISRAEL
0.0,0.0,0.0,0.20440067193734737,-0.12472980128000505,-0.06546071502578431,0.347761110119174,-0.4551583662745889,-0.0777146851418564,0.4111183958830728,-0.7182229370275203,-0.08556854111141404,0.5057265210541627,-0.8596140296741542,-0.07283135238216946,0.2039061519345968,-0.6836485366548308,-0.02896334198315441,0.2488095345518848,-0.8234150168008839,-0.11731013145566396,0.2278657482798128,-0.5542233041874917,-0.1432538476089846,0.20520535875129323,-0.5014559199030135,-0.15088916165088925,0.04307193029594005,-0.6856582094506762,-0.03178154615610124,0.07479313051747227,-0.8182735698275291,-0.12330600064910377,0.08105853727159955,-0.505475637174526,-0.11171197128642048,0.06184640728875334,-0.46752303890255065,-0.08440034562436399,-0.11154576048514088,-0.645508240072905,-0.05270406537337624,-0.10133590162339211,-0.7898579041001436,-0.15395263966116424,-0.06123016214440126,-0.4975755825646325,-0.09086229550669833,-0.07354205623768392,-0.4393961683966136,-0.026966367279966996,-0.2682115929236115,-0.5899815047922448,-0.07797123133127656,-0.25900508374049874,-0.6950840097285825,-0.12666411622302431,-0.20966533077159044,-0.4888444518734536,-0.06951279167177218,-0.21136520843606224,-0.4265144891366894,-0.015194515256345378,A - ISRAEL
0.0,0.0,0.0,0.21821043369834817,-0.1271109439128807,-0.06340233027332755,0.36298297891977527,-0.44720617785521577,-0.07726625891159629,0.4177952613007431,-0.7112367342320045,-0.0893692072236424,0.51736746856911,-0.8518610976319805,-0.08163070995420967,0.21488158993138634,-0.6722219836401269,-0.018198946503194452,0.25987803643948737,-0.81428961932209,-0.11069590343097405,0.2363511138877424,-0.5422644812745866,-0.14311516186725862,0.20754319543644711,-0.49189782457140735,-0.15469584464786673,0.046894655113161016,-0.6767000508799255,-0.023083657582791996,0.08374977846657118,-0.800654355363724,-0.11754202787214056,0.08789739444682446,-0.4928084516724834,-0.11301918844756186,0.06461114301789908,-0.46188862525707275,-0.09059658751193256,-0.10942010747577857,-0.6372186699135528,-0.04650215670917779,-0.10012880639332034,-0.7801512881732987,-0.15009285617528398,-0.058086239551738014,-0.48613605226741563,-0.08882415479563256,-0.06607761478899818,-0.4245623447995847,-0.025224821305089996,-0.26532388074134516,-0.5826987388181417,-0.07442631372793669,-0.26223419918734203,-0.6862782334496946,-0.12496513350974153,-0.2127419557485763,-0.4750300984634469,-0.06805517171311269,-0.20592187179086924,-0.40812390354706113,-0.012637660282161406,A - ISRAEL
0.0,0.0,0.0,0.22166889889269875,-0.12482493836427583,-0.06619961832240989,0.3637473327560336,-0.44628516587298867,-0.08142209754342355,0.4182471310483459,-0.7120066707772478,-0.09451287627353461,0.516071050162012,-0.8519834094979515,-0.08828896377760953,0.21191503547572707,-0.6656614112161298,-0.02358812152076743,0.2580101664193216,-0.8108977669034657,-0.12007252216150048,0.23626242446992313,-0.5381960982595027,-0.1523828911328601,0.21478671180041178,-0.47640318728897224,-0.16214083691014083,0.04304421498745876,-0.6689814747860523,-0.02798499167079417,0.07885564017373642,-0.8000596285884126,-0.12658044086204295,0.08298852569507321,-0.4907196886984019,-0.1212549057833618,0.06464153396641119,-0.44837917657268517,-0.097080452776022,-0.11790740283448942,-0.6298211693688471,-0.0514886168238218,-0.1050774569107709,-0.7724786260073091,-0.16077558756031862,-0.06489531269432854,-0.48034146429298863,-0.10149743455404181,-0.07110203725265833,-0.41195799083954177,-0.03773783449768858,-0.27936811500085923,-0.5746272737684612,-0.07915989359899454,-0.2739311795135096,-0.6760396356215431,-0.1341064281820078,-0.22220815467563895,-0.46606722731969963,-0.0795787437667022,-0.21434581688703533,-0.394048628136009,-0.025146011750275803,A - ISRAEL
0.0,0.0,0.0,0.20867233682695094,-0.1324486228531498,-0.05987736017695407,0.3551341849347328,-0.4487745667881513,-0.07285471765449335,0.4009664779927064,-0.7179835741112608,-0.0822046620260524,0.5029063768104297,-0.8615247764712801,-0.06971539062156294,0.1987114846007197,-0.6765963166369654,-0.011982193979548946,0.25859812325572,-0.8162747768332879,-0.09648222660228083,0.2286795862774309,-0.5407857386471391,-0.12357166337186071,0.19861657738188918,-0.5092915949778981,-0.13480251920868014,0.04004515558479878,-0.6762754311079214,-0.015601450279329077,0.0950839995882019,-0.8104386253805622,-0.10600004844312515,0.09094589798882657,-0.5027560305585492,-0.10087830557295738,0.0614519652603536,-0.48532761400967633,-0.07859888184573764,-0.10909336981073446,-0.6394675846219153,-0.036511465639680746,-0.0827539547773935,-0.7883489243045249,-0.13514381575589374,-0.04699302486583674,-0.49775697179028605,-0.07456076440478812,-0.06630691925727843,-0.44887259474725283,-0.012805790466253788,-0.26364436027396276,-0.5935670024238934,-0.06128768810329494,-0.24042072904180173,-0.6993138372263494,-0.10775672690965528,-0.19182951801128742,-0.4914060817657989,-0.051909559546163234,-0.19559459936179704,-0.43417170519525317,0.0012948632019108208,A - ISRAEL
0.0,0.0,0.0,0.20907865788918417,-0.125487389476002,-0.060721710700002256,0.3630077427502402,-0.44740216028519125,-0.06932180791225323,0.4110600353891811,-0.7179493179279524,-0.07436172944896596,0.5041867420872082,-0.8616954861151424,-0.057241753225032985,0.2063161082869625,-0.713944012511963,0.0027495966967695114,0.26470531044437967,-0.8450754448181484,-0.08234358896859025,0.2367233564089732,-0.5619881241004895,-0.11274057167776032,0.21166521566899407,-0.5243296027446812,-0.12528012884860865,0.04804725897452865,-0.7193087801832769,0.0022574877270338366,0.10348785237848801,-0.8476224790107219,-0.09126861387944912,0.09991189989365783,-0.5289911488544093,-0.0870822946286368,0.07706018205435985,-0.4962354166360842,-0.06236576142663147,-0.10526492234800999,-0.6843136265975686,-0.016705018679531586,-0.07707248656736745,-0.8197643158334524,-0.11564561359965049,-0.0420685706769415,-0.5192269584868322,-0.052551910230987736,-0.055440966267989895,-0.4581436272767963,0.012771681711777748,-0.2674169641064335,-0.6428470448979232,-0.040260322205445294,-0.23916878515322623,-0.7350540824646397,-0.08534103708404744,-0.19189149040174897,-0.5211501911563233,-0.02869761053458961,-0.1932766802751804,-0.466098308504195,0.02668003876021534,A - ISRAEL
0.0,0.0,0.0,0.21385810242383851,-0.12071758229036873,-0.06156462165587233,0.36517704300650616,-0.4426209547272867,-0.07160267389082606,0.42004378743446064,-0.7118933320145919,-0.07679641679089243,0.5193098043152238,-0.8525115114446173,-0.05951008314981805,0.21756552372962054,-0.6952779174880088,-0.007815288318687306,0.2776921295893155,-0.817081361549343,-0.09032357268947777,0.2457473347243988,-0.544292720255482,-0.12097243283470643,0.2206218327332259,-0.5070834644087953,-0.1346773440936195,0.0543100148923832,-0.704050915232285,-0.007469468275000219,0.10593131681951908,-0.813920182805065,-0.09477264843976732,0.09916114714009037,-0.5109257445214423,-0.089882590830399,0.08141461127025143,-0.48070228525956754,-0.06793621157805675,-0.10205408012664771,-0.6731467225660435,-0.02499376610496826,-0.07357403430795637,-0.7887039776873103,-0.11372487585771543,-0.041891597776722606,-0.5033508375688516,-0.053463963137158926,-0.048988151526244965,-0.4439596077678738,0.005976101308237542,-0.25876240546988677,-0.6305729195289448,-0.04761234084693494,-0.22963198327702344,-0.7032369788590639,-0.08318947511283957,-0.1861012898517865,-0.49929918593886136,-0.028041137607922526,-0.18236792708383803,-0.44565371403474097,0.023268918518154297,A - ISRAEL
